species,larval,postlarval,juvenile.adult,total_farmed_d
other_pen,1.440876274,34.12973094,63.75487291,155.3347705
other_pen,3.298891017,15.68068297,34.64968916,138.0840798
other_pen,1.290241567,36.12740752,49.15869321,172.457922
other_pen,3.386502662,29.05049338,47.59796927,209.2809312
other_pen,0.784877046,26.52793265,49.89392993,146.3702483
other_pen,0.697299615,42.49184791,88.73553982,148.4843029
other_pen,0.33179093,41.28730487,103.0229453,147.3362357
other_pen,12.49193971,36.46906868,108.8140269,118.1782632
other_pen,1.247955877,41.95954477,72.46686773,189.2308851
other_pen,10.52958093,46.42035122,96.91520252,141.8058095
other_pen,1.639334764,46.55901275,55.34240607,129.6375177
other_pen,4.381067068,70.83544029,95.70889755,134.078912
other_pen,1.366953547,26.21681971,92.68922715,151.7996858
other_pen,0.40290657,60.13223836,55.28026469,173.7557783
other_pen,4.722302041,72.19102176,116.6356069,148.0238211
other_pen,1.785158596,46.1094105,64.86348388,151.994586
other_pen,0.776132043,29.12388872,101.1337233,153.9015593
other_pen,2.906818649,62.20667455,78.17673387,143.3228461
other_pen,9.25099339,29.18615991,102.1587922,133.1881089
other_pen,1.971732588,33.24611193,74.68925013,142.23449
other_pen,6.956474167,33.59379197,65.24281819,162.6185449
other_pen,0.996744783,99.58485921,72.23176053,139.5855464
other_pen,8.207584317,30.57929155,113.8058431,150.5282427
other_pen,0.818769697,65.36465376,57.94713665,158.8134733
other_pen,4.97075402,24.17128113,89.47326592,173.6230631
other_pen,1.954026132,34.20214376,88.02864682,132.1968117
other_pen,1.864216638,55.43568987,53.72291908,138.1667544
other_pen,7.947029878,67.56048092,110.5776347,139.1830366
other_pen,6.787397248,25.61969318,111.5698593,186.9326198
other_pen,4.331365068,27.15819889,36.43735154,172.3871596
other_pen,5.361736295,53.00902907,92.68566199,127.4964307
other_pen,4.272035361,36.31828538,46.21531917,143.6113581
other_pen,1.032333322,42.46976402,84.12496269,146.2580317
other_pen,5.236129804,22.70125909,72.42604861,165.7912577
other_pen,3.470750718,58.8738516,67.37177675,150.3748432
other_pen,0.88035047,20.81819199,90.91888195,181.2700119
other_pen,6.08440136,22.57382817,49.1154464,123.0914194
other_pen,4.917899288,37.68766609,126.0365515,155.2280421
other_pen,3.037651806,25.36342359,106.0442162,149.5502604
other_pen,1.844672606,50.14000445,75.19352595,134.7017805
other_pen,1.600376906,38.99085217,66.76008806,130.8193632
other_pen,2.775189556,45.07229727,102.4902217,138.8827542
other_pen,1.181669927,30.89754796,54.3418315,155.47925
other_pen,5.530779581,32.23582899,42.18063715,119.0251047
other_pen,1.839761854,26.63514608,57.81492492,139.3111727
other_pen,3.446059941,35.97812599,39.77297734,160.3507624
other_pen,3.62739507,15.61965767,76.18412164,147.1908761
other_pen,5.084817304,31.06654138,97.74649995,120.7424602
other_pen,3.81186177,25.22200172,81.00221917,138.9612773
other_pen,2.155436622,18.9368219,46.90341672,144.2211723
other_pen,1.027487861,50.88593518,63.02174811,137.1090596
other_pen,0.543433794,58.97693033,90.56837745,139.3177804
other_pen,0.833313634,21.94780607,52.83928952,138.4759701
other_pen,2.104509769,54.7020269,85.63063657,156.9285388
other_pen,1.033456504,35.9871479,58.45848645,150.2016525
other_pen,1.453451189,33.71585862,75.30799543,148.0648229
other_pen,11.82517501,40.22594127,100.1724057,131.6342625
other_pen,0.185916682,63.34971551,66.08748915,278.1796159
other_pen,1.186659204,19.26114527,69.04683705,131.787195
other_pen,6.130493105,60.48085175,67.82923496,169.1374489
other_pen,4.727527334,38.231075,73.62675413,175.5545236
other_pen,13.29476868,47.91160347,26.83029469,137.8057196
other_pen,5.002281341,38.47030587,39.01886115,152.9734218
other_pen,2.917289372,39.25583476,52.22452445,127.396136
other_pen,3.346065273,30.84103641,118.8277003,131.1586601
other_pen,0.628091484,33.72880354,98.6629972,165.4929852
other_pen,3.767140483,35.67948772,69.58177021,109.2810889
other_pen,1.671843019,29.0748739,87.03807103,155.9469223
other_pen,0.74793701,42.75283082,46.71725032,128.4762608
other_pen,0.922917603,43.52471384,140.3767172,149.0394726
other_pen,23.74917942,31.24525876,79.4449672,175.9015544
other_pen,1.145356245,70.40744382,144.8714024,142.5588408
other_pen,1.308354448,35.64385312,79.56205958,193.0012407
other_pen,0.541451666,28.46534006,50.82262318,176.9332767
